gene_id,sample1,sample2,sample3,sample4,sample5,sample6
gene-RBM3|RBM3,273,1741,1098,202,151,116
gene-WDR13|WDR13,706,359,334,572,258,395
gene-WAS|WAS,16,137,125,0,14,140
gene-LOC124905187|LOC124905187,0,0,0,0,3,0
gene-SUV39H1|SUV39H1,63,105,133,84,41,0
gene-HDAC6|HDAC6,200,83,197,161,106,0
gene-ERAS|ERAS,0,6,16,0,0,0
gene-LOC107985695|LOC107985695,167,116,28,113,52,0
gene-LOC124905186|LOC124905186,65,45,24,23,20,0
gene-GLOD5|GLOD5,9,0,7,15,15,0
gene-GATA1|GATA1,623,296,343,607,284,209
gene-PCSK1N|PCSK1N,6,24,13,7,19,0
gene-TIMM17B|TIMM17B,80,130,77,68,39,13
gene-PQBP1|PQBP1,11,205,80,14,7,0
gene-SLC35A2|SLC35A2,8,40,43,5,6,0
gene-PIM2|PIM2,5,293,337,26,25,0
gene-OTUD5|OTUD5,376,290,237,357,165,51
gene-KCND1|KCND1,0,14,14,0,0,0
gene-GRIPAP1|GRIPAP1,127,162,107,112,35,2
gene-TFE3|TFE3,107,95,178,65,63,0
gene-CCDC120|CCDC120,0,4,0,0,0,0
gene-PRAF2|PRAF2,62,83,77,29,9,0
gene-WDR45|WDR45,130,241,161,91,33,46
gene-GPKOW|GPKOW,0,68,16,7,0,0
gene-LOC105373195|LOC105373195,0,28,3,0,0,2
gene-RN7SL262P|RN7SL262P,0,0,0,1,1,0
gene-MAGIX|MAGIX,68,33,65,28,19,55
gene-PRICKLE3|PRICKLE3,18,7,21,4,0,0
gene-PLP2|PLP2,38,774,615,58,97,101
gene-SYP|SYP,0,0,0,0,0,0
gene-SYP-AS1|SYP-AS1,0,8,0,0,0,0
gene-CACNA1F|CACNA1F,0,17,19,0,7,0
gene-HSPB1P2|HSPB1P2,1,0,0,1,0,2
gene-CCDC22|CCDC22,0,166,136,8,0,262
gene-FOXP3|FOXP3,12,9,24,0,0,0
gene-PPP1R3F|PPP1R3F,53,57,22,21,25,0
gene-GAGE10|GAGE10,0,3,6,0,0,0
gene-LOC124905188|LOC124905188,0,12,21,0,0,0
gene-GAGE13|GAGE13,0,4,7,0,0,0
gene-GAGE12B|GAGE12B,0,6,6,0,0,0
gene-GAGE12C|GAGE12C,0,4,5,0,0,0
gene-GAGE12D|GAGE12D,1,4,4,0,0,0
gene-GAGE12E|GAGE12E,1,4,5,0,0,0
gene-GAGE12F|GAGE12F,0,6,5,0,0,0
gene-GAGE12G|GAGE12G,0,5,8,0,0,0
gene-GAGE12H|GAGE12H,1,4,4,0,0,0
gene-GAGE2A|GAGE2A,0,4,6,0,0,0
gene-GAGE1|GAGE1,0,3,17,0,0,0
gene-CLCN5|CLCN5,12,108,92,2,0,2
gene-MIR532|MIR532,0,0,0,0,0,0
rna-NR_030241.2|MIR532,0,0,0,0,0,0
gene-MIR188|MIR188,0,0,0,0,0,0
rna-NR_029708.1|MIR188,0,0,0,0,0,0
gene-MIR500A|MIR500A,0,2,0,0,0,0
rna-NR_030224.1|MIR500A,0,2,0,0,0,0
gene-MIR362|MIR362,0,0,1,0,0,0
rna-NR_029850.1|MIR362,0,0,1,0,0,0
gene-MIR501|MIR501,0,0,0,0,0,0
rna-NR_030225.1|MIR501,0,0,0,0,0,0
gene-MIR500B|MIR500B,0,0,0,0,0,0
rna-NR_036257.1|MIR500B,0,0,0,0,0,0
gene-MIR660|MIR660,0,0,0,0,0,0
rna-NR_030397.1|MIR660,0,0,0,0,0,0
gene-MIR502|MIR502,0,0,0,0,0,0
rna-NR_030226.1|MIR502,0,0,0,0,0,0
gene-DGKK|DGKK,0,13,11,0,3,0
gene-SHROOM4|SHROOM4,121,11,24,48,7,0
gene-LOC101060199|LOC101060199,0,12,0,0,0,0
gene-LOC105373205|LOC105373205,0,0,0,0,0,0
gene-GSPT2|GSPT2,3,41,72,17,0,0
gene-MAGED1|MAGED1,70,228,364,48,29,7
gene-LOC124905189|LOC124905189,0,0,0,0,0,0
gene-XAGE2|XAGE2,0,0,0,0,0,0
gene-RBM22P6|RBM22P6,3,5,0,0,0,0
gene-LOC107985640|LOC107985640,0,5,0,0,0,0
gene-RBM22P11|RBM22P11,3,5,0,0,0,0
gene-SSX2|SSX2,0,2,0,0,0,0
gene-SSX2B|SSX2B,0,2,0,0,0,0
gene-SPANXN5|SPANXN5,4,0,0,0,0,0
gene-FAM156B|FAM156B,9,238,185,1,3,30
gene-LOC124905190|LOC124905190,0,0,9,0,0,0
gene-FAM156A|FAM156A,11,262,219,1,4,31
gene-TSPYL2|TSPYL2,323,199,111,561,28,107
gene-KANTR|KANTR,9,66,81,6,25,0
gene-KDM5C|KDM5C,37,162,100,6,23,3
gene-MIR6895|MIR6895,0,0,0,0,0,0
rna-NR_106955.1|MIR6895,0,0,0,0,0,0
gene-MIR6894|MIR6894,0,0,0,0,0,0
rna-NR_106954.1|MIR6894,0,0,0,0,0,0
gene-LOC124905191|LOC124905191,5,27,8,0,6,0
gene-SMC1A|SMC1A,181,584,552,86,48,2
gene-MIR6857|MIR6857,0,0,0,0,0,0
rna-NR_106916.1|MIR6857,0,0,0,0,0,0
gene-RIBC1|RIBC1,0,31,0,0,0,0
gene-HSD17B10|HSD17B10,14,171,109,31,16,0
gene-HUWE1|HUWE1,73,264,275,62,50,17
gene-MIR98|MIR98,0,3,3,0,0,0
rna-NR_029513.1|MIR98,0,2,2,0,0,0
gene-MIRLET7F2|MIRLET7F2,0,0,1,0,0,0
rna-NR_029484.1|MIRLET7F2,0,0,2,0,0,0
gene-PHF8|PHF8,39,155,76,16,12,0
gene-FAM120C|FAM120C,0,50,32,7,0,0
gene-WNK3|WNK3,3,107,43,12,0,0
gene-RPL7AP71|RPL7AP71,0,0,0,0,0,0
gene-TSR2|TSR2,216,465,207,137,76,22
gene-FGD1|FGD1,0,0,9,0,0,0
gene-GNL3L|GNL3L,491,538,331,244,51,118
gene-MAGED2|MAGED2,3909,1772,1686,2818,1245,332
gene-SNORA11|SNORA11,0,0,0,0,0,0
gene-TRO|TRO,10,11,0,2,0,0
gene-SNORA11G|SNORA11G,0,0,0,0,0,0
gene-PFKFB1|PFKFB1,6,2,0,5,0,0
gene-APEX2|APEX2,49,118,86,22,21,0
gene-ALAS2|ALAS2,0,131,46,23,49,97
gene-PAGE2B|PAGE2B,0,0,0,0,0,0
gene-PAGE2|PAGE2,0,4,0,0,0,0
gene-VCF2|VCF2,112,105,65,165,73,0
gene-LOC101060042|LOC101060042,0,10,18,0,0,0
gene-SNORA109|SNORA109,3,2,0,1,1,1
gene-MAGEH1|MAGEH1,7,77,54,2,0,0
gene-USP51|USP51,3,35,5,3,0,0
gene-LOC101928692|LOC101928692,0,0,0,0,0,0
gene-RRAGB|RRAGB,31,48,50,11,16,0
gene-KLF8|KLF8,25,60,58,0,6,0
gene-LOC124905192|LOC124905192,0,0,0,0,0,0
gene-LOC124905193|LOC124905193,0,0,0,0,0,0
gene-LOC124900486|LOC124900486,24,273,24,13,6,3
gene-RPL23AP83|RPL23AP83,0,0,0,0,0,0
gene-UBQLN2|UBQLN2,154,299,350,125,94,0
gene-NBDY|NBDY,345,391,247,257,189,173
gene-UQCRBP1|UQCRBP1,21,104,50,11,5,17
gene-SPIN3|SPIN3,0,35,10,0,0,7
gene-SPIN2B|SPIN2B,167,126,69,47,22,0
gene-SPIN2A|SPIN2A,62,164,69,20,14,0
gene-FAAH2|FAAH2,46,46,15,14,12,0
gene-MTHFD1P1|MTHFD1P1,0,17,21,6,2,0
gene-ZXDA|ZXDA,6,1,4,15,1,0
gene-LOC105377211|LOC105377211,14,42,41,12,5,0
gene-LOC105377212|LOC105377212,12,36,39,11,6,0
gene-SPIN4-AS1|SPIN4-AS1,0,0,0,0,0,0
gene-CBX1P1|CBX1P1,0,1,1,0,0,2
gene-SPIN4|SPIN4,14,23,26,14,10,0
gene-LINC01278|LINC01278,35,133,46,17,34,13
gene-ARHGEF9|ARHGEF9,10,63,32,0,20,0
gene-ARHGEF9-IT1|ARHGEF9-IT1,0,0,5,0,0,0
gene-LOC128031833|LOC128031833,0,1,1,0,0,0
gene-LOC112268307|LOC112268307,0,38,71,0,3,0
gene-ASB12|ASB12,0,0,0,0,0,0
gene-MTMR8|MTMR8,0,0,45,9,0,0
gene-LOC124905195|LOC124905195,0,0,7,0,0,0
gene-ZC4H2|ZC4H2,131,41,75,75,51,0
gene-ZC3H12B|ZC3H12B,438,100,132,96,83,3
gene-LAS1L|LAS1L,20,184,37,24,0,0
gene-FRMD8P1|FRMD8P1,0,0,13,2,0,2
gene-MSN|MSN,13860,5016,6658,10182,5221,369
gene-NANOGP9|NANOGP9,0,0,0,0,0,0
gene-MIR223HG|MIR223HG,1453,1108,665,850,274,243
gene-MIR223|MIR223,1,1,1,1,1,1
rna-NR_029637.1|MIR223,2,2,2,2,2,2
gene-VSIG4|VSIG4,9,18,38,0,0,0
gene-HEPH|HEPH,33,42,9,38,7,0
gene-AR|AR,266,198,92,43,37,6
gene-NXTAR|NXTAR,0,0,0,0,0,0
gene-OPHN1|OPHN1,156,77,41,92,66,5
gene-PGK1P1|PGK1P1,52,67,39,32,30,10
gene-YIPF6|YIPF6,939,580,441,338,244,0
gene-STARD8|STARD8,122,47,96,122,64,15
gene-ACTR3P2|ACTR3P2,17,14,3,6,4,0
gene-SERBP1P1|SERBP1P1,9,17,22,9,3,7
gene-EFNB1|EFNB1,358,73,177,221,82,0
gene-LOC102723911|LOC102723911,4,8,0,0,0,0
gene-LOC105373242|LOC105373242,0,0,0,0,0,0
gene-PJA1|PJA1,14,89,302,26,8,92
gene-HMGN1P35|HMGN1P35,1,4,0,1,0,0
gene-EDA|EDA,9,254,91,9,20,2
gene-LOC124905293|LOC124905293,0,0,2,0,0,0
gene-MIR676|MIR676,0,0,0,0,0,0
rna-NR_037494.1|MIR676,0,0,0,0,0,0
gene-AWAT2|AWAT2,18,15,35,0,0,0
gene-OTUD6A|OTUD6A,0,10,34,0,0,0
gene-PRKXP2|PRKXP2,2,1,1,0,0,0
gene-IGBP1|IGBP1,496,691,487,334,156,186
gene-LOC107985683|LOC107985683,0,31,59,0,0,0
gene-PDZD11|PDZD11,7,89,155,17,16,0
gene-RNY4P23|RNY4P23,0,0,0,0,0,0
gene-KIF4A|KIF4A,6,19,21,14,0,1
gene-DLG3|DLG3,9,116,52,10,13,0
gene-DLG3-AS1|DLG3-AS1,0,0,0,0,0,0
gene-TEX11|TEX11,0,6,13,0,2,0
gene-SNORD3E|SNORD3E,0,0,0,0,0,0
gene-SLC7A3|SLC7A3,0,0,0,0,0,0
gene-RPS23P8|RPS23P8,51,523,317,24,30,53
gene-NUTF2P7|NUTF2P7,1,0,0,1,1,1
gene-SNX12|SNX12,41,118,41,32,33,0
gene-FOXO4|FOXO4,84,35,121,50,34,3
gene-IL2RG|IL2RG,101,3264,1623,66,52,71
gene-MED12|MED12,64,81,62,50,17,0
gene-LOC124905197|LOC124905197,0,9,13,5,0,0
gene-NLGN3|NLGN3,10,34,122,0,0,0
gene-LOC107985688|LOC107985688,3,16,42,0,0,0
gene-ZMYM3|ZMYM3,0,73,36,10,8,0
gene-LOC105373247|LOC105373247,8,0,7,0,4,0
gene-NONO|NONO,437,1385,917,550,218,6
gene-LOC124905198|LOC124905198,0,15,4,0,3,0
gene-TAF1|TAF1,16,261,225,15,12,38
gene-LOC124905281|LOC124905281,0,0,0,0,0,0
gene-INGX|INGX,0,24,0,0,2,0
gene-OGT|OGT,64,1380,1128,47,29,67
gene-CXCR3|CXCR3,0,184,63,15,3,106
gene-GCNA|GCNA,19,45,62,23,0,0
gene-LINC00891|LINC00891,0,8,9,0,0,0
gene-LOC100132741|LOC100132741,0,8,8,0,0,0
gene-NHSL2|NHSL2,6,296,136,2,6,2
gene-RTL5|RTL5,0,0,42,0,0,2
gene-RPS26P11|RPS26P11,2,28,16,2,0,5
gene-ERCC6L|ERCC6L,0,21,35,0,0,0
gene-PIN4|PIN4,42,124,108,13,15,73
gene-RPS4X|RPS4X,439,5215,3250,334,247,559
gene-CITED1|CITED1,0,0,0,0,0,0
gene-LOC105373250|LOC105373250,0,0,0,0,0,0
gene-HDAC8|HDAC8,45,207,116,51,40,0
gene-DMRTC1B|DMRTC1B,2,5,6,0,0,0
gene-FAM226B|FAM226B,0,19,11,1,1,0
gene-FAM236B|FAM236B,0,0,0,0,0,0
gene-FAM236D|FAM236D,0,0,0,0,0,0
gene-TOMM20P4|TOMM20P4,4,33,17,10,1,0
gene-MAP2K4P1|MAP2K4P1,0,0,0,0,0,0
gene-CHIC1|CHIC1,0,80,119,18,27,3
gene-XIST|XIST,20,221,171,0,14,68
gene-TSIX|TSIX,21,2020,1933,56,43,22
gene-RPSAP14|RPSAP14,0,1,1,0,0,0
gene-MIR421|MIR421,0,1,0,0,0,0
rna-NR_030398.1|MIR421,0,0,0,0,0,0
gene-MIR374B|MIR374B,0,4,1,1,0,0
gene-MIR374C|MIR374C,0,0,1,1,0,0
rna-NR_030620.1|MIR374B,0,2,0,0,0,0
rna-NR_037511.1|MIR374C,0,0,0,0,0,0
gene-MIR545|MIR545,0,3,0,0,1,0
rna-NR_030258.1|MIR545,0,2,0,0,0,0
gene-MIR374A|MIR374A,0,0,0,0,0,0
rna-NR_030785.1|MIR374A,0,0,0,0,0,0
gene-LOC124905199|LOC124905199,7,40,14,7,0,0
gene-JPX|JPX,11,65,27,21,5,0
gene-FTX|FTX,135,46,47,61,12,0
gene-UHRF2P1|UHRF2P1,3,2,1,3,0,0
gene-RAB11FIP1P1|RAB11FIP1P1,8,16,7,9,2,0
gene-THAP12P1|THAP12P1,0,61,14,0,8,0
gene-LOC105373252|LOC105373252,0,11,10,2,0,0
gene-RLIM|RLIM,47,189,199,58,29,8
gene-PABPC1P3|PABPC1P3,23,29,74,18,38,3
gene-ABCB7|ABCB7,45,87,195,0,10,0
gene-UPRT|UPRT,129,130,156,45,44,0
gene-BUD31P2|BUD31P2,0,0,0,0,0,0
gene-LOC124905200|LOC124905200,0,0,0,0,0,0
gene-TERF1P7|TERF1P7,0,8,3,1,0,0
gene-ZDHHC15|ZDHHC15,9,28,20,8,8,0
gene-LOC107985664|LOC107985664,35,11,14,0,0,0
gene-PCNPP4|PCNPP4,0,2,0,0,0,0
gene-BRAFP1|BRAFP1,0,0,5,0,1,0
gene-TTC3P1|TTC3P1,0,4,7,0,0,2
gene-MAGEE2|MAGEE2,0,0,0,0,0,5
gene-SAR1AP4|SAR1AP4,11,0,0,2,0,0
gene-PBDC1|PBDC1,17,338,113,22,8,0
gene-MIR325HG|MIR325HG,2,0,0,0,0,0
gene-MIR384|MIR384,0,0,0,0,0,0
rna-NR_029909.1|MIR384,0,0,0,0,0,0
gene-MIR325|MIR325,0,0,0,0,0,0
rna-NR_029905.1|MIR325,0,0,0,0,0,0
gene-LOC105373254|LOC105373254,0,0,3,0,0,0
gene-FGF16|FGF16,3,11,5,0,0,0
gene-ATRX|ATRX,1085,2242,1211,493,474,26
gene-MAGT1|MAGT1,266,581,225,70,54,0
gene-COX7B|COX7B,157,444,273,108,69,123
gene-ATP7A|ATP7A,0,60,119,0,0,3
gene-LOC124905201|LOC124905201,0,11,15,0,0,0
gene-PGAM4|PGAM4,100,111,66,48,24,41
gene-PGK1|PGK1,2449,2360,1850,1489,1208,477
gene-TAF9B|TAF9B,7,80,58,8,0,0
gene-CYSLTR1|CYSLTR1,17,140,33,0,15,0
gene-RTL3|RTL3,0,0,0,5,0,0
gene-LPAR4|LPAR4,622,237,70,205,292,0
gene-LOC107985670|LOC107985670,22,15,0,0,0,0
gene-P2RY10|P2RY10,253,151,169,136,55,3
gene-GPR174|GPR174,25,219,132,28,0,50
gene-KIF4CP|KIF4CP,0,30,4,4,0,0
gene-ITM2A|ITM2A,1847,1389,370,1517,511,0
gene-LOC105373282|LOC105373282,0,3,4,0,0,0
gene-CHMP1B2P|CHMP1B2P,0,0,6,0,0,0
gene-HK2P1|HK2P1,1,15,52,2,6,2
gene-BRWD3|BRWD3,487,233,341,185,180,19
gene-LOC124905202|LOC124905202,0,5,0,0,0,0
gene-HMGN5|HMGN5,25,47,26,37,8,0
gene-SH3BGRL|SH3BGRL,31060,14497,7142,18423,15560,3210
gene-LOC124905203|LOC124905203,0,15,29,0,0,0
gene-LOC105373284|LOC105373284,0,23,54,0,0,0
gene-LOC105373287|LOC105373287,0,0,5,0,0,0
gene-LOC105373288|LOC105373288,0,6,0,0,0,0
gene-TERF1P4|TERF1P4,3,3,1,3,0,0
gene-RPS6KA6|RPS6KA6,13,55,50,3,0,0
gene-APOOL|APOOL,50,162,111,31,42,3
gene-SATL1|SATL1,0,12,6,0,0,0
gene-LOC101928128|LOC101928128,0,0,7,0,0,0
gene-ZNF711|ZNF711,74,54,57,7,0,2
gene-CHM|CHM,3,91,91,42,22,2
gene-MIR361|MIR361,0,0,0,0,0,0
rna-NR_029848.1|MIR361,0,0,0,0,0,0
gene-KLHL4|KLHL4,0,8,7,0,0,0
gene-RPSAP15|RPSAP15,15,181,130,9,5,5
gene-LOC124900505|LOC124900505,1,0,1,0,0,0
gene-LOC107985713|LOC107985713,0,30,14,0,0,0
gene-LOC102724150|LOC102724150,0,0,0,0,0,0
gene-USP12PX|USP12PX,9,4,2,8,6,0
gene-PABPC5-AS1|PABPC5-AS1,0,0,2,0,0,0
gene-LOC107985643|LOC107985643,0,7,7,0,0,0
gene-PABPC5|PABPC5,0,0,0,0,0,0
gene-LOC100287033|LOC100287033,3,0,0,0,0,0
gene-SERBP1P4|SERBP1P4,8,11,2,3,0,0
gene-PCDH11X|PCDH11X,0,39,33,3,24,0
gene-RNU2-26P|RNU2-26P,0,0,2,0,0,0
gene-EIF4A1P10|EIF4A1P10,4,21,61,2,6,0
gene-NAP1L3|NAP1L3,25,47,11,14,12,0
gene-LOC107985704|LOC107985704,0,16,4,0,0,0
gene-DIAPH2|DIAPH2,41,275,122,27,13,2
gene-RPA4|RPA4,0,10,11,0,1,2
gene-LOC124905287|LOC124905287,0,0,0,0,0,0
gene-DIAPH2-AS1|DIAPH2-AS1,0,0,0,7,0,0
gene-RPSAP8|RPSAP8,1,6,4,2,0,0
gene-TNMD|TNMD,0,0,0,0,0,0
gene-LOC105373298|LOC105373298,0,0,0,0,0,0
gene-TSPAN6|TSPAN6,0,23,0,10,4,0
gene-SYTL4|SYTL4,1680,382,416,1183,464,16
gene-SRPX2|SRPX2,6,83,28,0,0,0
gene-PPIAP89|PPIAP89,2,0,0,0,0,0
gene-CSTF2|CSTF2,34,73,43,7,0,0
gene-LOC124900498|LOC124900498,0,8,0,0,0,0
gene-XKRX|XKRX,0,24,32,1,4,0
gene-HNRNPA1P27|HNRNPA1P27,0,1,0,0,0,0
gene-NSA2P3|NSA2P3,0,0,0,0,0,0
gene-ARL13A|ARL13A,0,0,5,0,0,0
gene-TRMT2B|TRMT2B,55,131,59,55,8,0
gene-TMEM35A|TMEM35A,0,0,0,0,0,0
gene-CENPI|CENPI,12,24,40,0,0,0
gene-TAF7L|TAF7L,25,16,44,13,0,0
gene-NANOGNBP3|NANOGNBP3,0,9,2,0,0,0
gene-TIMM8A|TIMM8A,7,9,66,6,7,35
gene-RPL36A-HNRNPH2|RPL36A-HNRNPH2,0,0,63,0,0,169
gene-GLA|GLA,1803,1390,948,2793,565,1261
gene-HNRNPH2|HNRNPH2,604,724,411,430,105,0
gene-BTK|BTK,1512,803,684,808,495,825
gene-RPL36A|RPL36A,388,2253,1633,625,143,221
gene-ARMCX4|ARMCX4,20,56,33,0,0,0
gene-ARMCX6|ARMCX6,897,502,377,564,231,148
gene-RNU6-30P|RNU6-30P,0,0,0,0,0,0
gene-ARMCX2|ARMCX2,18,11,0,6,0,0
gene-ARMCX3|ARMCX3,2748,1217,1325,1924,1148,857
gene-ZMAT1|ZMAT1,0,209,334,3,0,3
gene-TCEAL6|TCEAL6,0,3,0,2,4,0
gene-LOC105373299|LOC105373299,0,0,0,0,0,0
gene-TCP11X1|TCP11X1,0,0,10,0,0,0
gene-TCP11X2|TCP11X2,0,0,10,0,0,0
gene-TMSB15A|TMSB15A,57,60,90,61,43,43
gene-FOXN3P1|FOXN3P1,3,2,2,0,0,0
gene-ARMCX5|ARMCX5,4,65,0,17,22,0
gene-ARMCX5-GPRASP2|ARMCX5-GPRASP2,27,108,86,35,19,0
gene-GPRASP1|GPRASP1,0,94,88,0,0,0
gene-RNU6-589P|RNU6-589P,0,4,1,0,0,0
gene-GPRASP2|GPRASP2,0,0,0,0,0,0
gene-GPRASP3|GPRASP3,0,0,0,0,0,0
gene-LINC00630|LINC00630,0,5,46,0,6,0
gene-RAB40AL|RAB40AL,0,0,0,0,0,0
gene-LOC100128601|LOC100128601,0,1,0,0,0,0
gene-BEX1|BEX1,37,20,15,15,25,0
gene-NXF3|NXF3,19,17,19,28,18,0
gene-TCEAL5|TCEAL5,0,0,0,0,0,0
gene-BEX2|BEX2,14,88,54,4,0,0
gene-TCEAL7|TCEAL7,0,0,0,0,0,0
gene-LOC124905204|LOC124905204,0,0,0,0,0,0
gene-TCEAL9|TCEAL9,80,50,53,87,48,76
gene-LL0XNC01-250H12.3|LL0XNC01-250H12.3,0,6,0,2,0,0
gene-RAB40A|RAB40A,0,0,0,0,0,0
gene-BEX4|BEX4,879,643,331,809,341,218
gene-TCEAL8|TCEAL8,445,306,428,288,113,109
gene-BEX3|BEX3,13850,7498,3324,15731,4050,3380
gene-TCEAL4|TCEAL4,90,142,125,91,39,0
gene-TCEAL3|TCEAL3,80,81,62,104,43,0
gene-TCEAL1|TCEAL1,34,124,49,11,7,0
gene-MORF4L2|MORF4L2,82,318,372,51,20,0
gene-MORF4L2-AS1|MORF4L2-AS1,0,25,26,0,0,0
gene-TMEM31|TMEM31,0,7,0,0,0,0
gene-GLRA4|GLRA4,22,7,51,6,6,0
gene-PLP1|PLP1,0,3,0,0,0,0
gene-RAB9B|RAB9B,15,15,0,0,0,69
gene-TMSB15B-AS1|TMSB15B-AS1,0,14,19,0,7,0
gene-TMSB15B|TMSB15B,0,11,0,0,0,0
gene-H2BW4P|H2BW4P,3,0,11,4,0,0
gene-H2BW1|H2BW1,0,3,28,0,0,0
gene-H2BW3P|H2BW3P,3,0,11,4,0,0
gene-TMSB15C|TMSB15C,0,8,0,0,0,0
gene-SLC25A53|SLC25A53,3,33,34,36,6,0
gene-ZCCHC18|ZCCHC18,0,10,0,0,0,0
gene-LOC286437|LOC286437,18,135,85,2,5,2
gene-FAM199X|FAM199X,201,295,356,90,45,0
gene-IL1RAPL2|IL1RAPL2,0,5,9,0,0,0
gene-RPL18AP14|RPL18AP14,0,0,0,0,0,0
gene-TEX13A|TEX13A,0,0,0,0,0,0
gene-LOC107985680|LOC107985680,0,6,0,0,0,0
gene-LOC105373303|LOC105373303,0,3,6,4,0,0
gene-RNU6-207P|RNU6-207P,0,0,0,0,0,0
gene-KCTD9P2|KCTD9P2,6,5,1,3,4,0
gene-NRK|NRK,2,8,0,0,3,0
gene-LOC105373304|LOC105373304,5,0,0,0,0,0
gene-RADX|RADX,4,16,11,15,26,0
gene-MIR548AN|MIR548AN,0,0,0,0,0,0
rna-NR_039765.1|MIR548AN,0,0,0,0,0,0
gene-LOC124905235|LOC124905235,0,0,0,0,0,0
gene-RBM41|RBM41,317,276,287,172,216,0
gene-NUP62CL|NUP62CL,33,13,0,3,32,0
gene-FRMPD3|FRMPD3,0,11,37,0,0,0
gene-FRMPD3-AS1|FRMPD3-AS1,0,0,0,0,0,0
gene-PRPS1|PRPS1,7,37,33,17,8,0
gene-TSC22D3|TSC22D3,26561,12238,8773,18269,6327,2963
gene-NCBP2L|NCBP2L,169,32,179,154,45,0
gene-LOC112267910|LOC112267910,0,3,8,0,0,0
gene-TEX13B|TEX13B,0,0,0,0,0,0
gene-VSIG1|VSIG1,0,14,0,0,0,0
gene-ATG4A|ATG4A,66,115,74,53,29,0
gene-PSMD10|PSMD10,41,165,84,58,17,85
gene-COL4A6|COL4A6,5,10,24,0,0,0
gene-LOC124905205|LOC124905205,0,0,0,0,0,0
gene-COL4A5|COL4A5,0,16,13,0,3,0
gene-NXT2|NXT2,447,472,193,295,246,10
gene-ACSL4|ACSL4,647,673,692,313,200,188
gene-LOC105373311|LOC105373311,9,10,3,6,11,2
gene-TMEM164|TMEM164,715,1021,680,655,267,236
gene-MIR652|MIR652,0,0,1,0,0,0
rna-NR_030381.1|MIR652,0,0,2,0,0,0
gene-MIR3978|MIR3978,0,1,1,0,0,0
rna-NR_039774.1|MIR3978,0,0,1,0,0,0
gene-LOC124905230|LOC124905230,0,0,0,0,0,0
gene-AMMECR1|AMMECR1,85,204,85,106,34,0
gene-SNORD96B|SNORD96B,0,0,0,0,0,0
gene-LOC105373312|LOC105373312,0,0,37,0,0,0
gene-RTL9|RTL9,5,0,0,6,3,0
gene-GNG5B|GNG5B,10,29,14,9,9,9
gene-PAK3|PAK3,2,84,79,0,3,0
gene-EIF4BP7|EIF4BP7,17,103,90,21,11,6
gene-ALG13|ALG13,79,213,219,37,51,66
gene-TRPC5|TRPC5,0,0,25,0,13,0
gene-TRPC5OS|TRPC5OS,0,16,0,3,0,0
gene-LHFPL1|LHFPL1,3,0,0,0,0,0
gene-LOC124905236|LOC124905236,0,106,85,27,3,0
gene-LOC124905291|LOC124905291,0,2,0,0,0,0
gene-HTR2C|HTR2C,1,20,8,0,0,2
gene-RPL36AP53|RPL36AP53,0,0,0,0,0,0
gene-SNORA35|SNORA35,0,1,0,0,1,0
gene-MIR764|MIR764,0,0,0,0,0,0
rna-NR_031581.1|MIR764,0,0,0,0,0,0
gene-MIR1912|MIR1912,0,0,0,0,0,0
rna-NR_031733.1|MIR1912,0,0,0,0,0,0
gene-MIR1264|MIR1264,0,0,0,0,0,0
rna-NR_031563.1|MIR1264,0,0,0,0,0,0
gene-MIR1298|MIR1298,0,0,0,0,0,0
rna-NR_031578.1|MIR1298,0,0,0,0,0,0
gene-LOC105373313|LOC105373313,0,2,1,0,0,0
gene-MIR1911|MIR1911,0,0,1,0,0,0
rna-NR_031732.1|MIR1911,0,0,0,0,0,0
gene-HSPA8P7|HSPA8P7,0,0,0,0,0,0
gene-MIR448|MIR448,0,0,0,0,0,0
rna-NR_029955.1|MIR448,0,0,0,0,0,0
gene-PLS3-AS1|PLS3-AS1,0,10,66,3,0,9
gene-LOC124900493|LOC124900493,0,3,0,2,0,0
gene-PLS3|PLS3,66,143,36,35,28,0
gene-ASS1P5|ASS1P5,3,0,0,0,0,0
gene-API5P1|API5P1,5,17,53,5,4,0
gene-KLHL13|KLHL13,40,0,0,37,11,0
gene-WDR44|WDR44,1139,365,687,998,354,21
gene-MIR1277|MIR1277,0,1,4,0,0,0
rna-NR_031685.1|MIR1277,0,2,2,0,0,0
gene-DOCK11|DOCK11,40,548,463,52,104,17
gene-LOC124900501|LOC124900501,0,0,0,0,0,0
gene-IL13RA1|IL13RA1,21,480,186,9,9,0
gene-LINC01285|LINC01285,0,6,10,0,0,0
gene-KIAA1210|KIAA1210,0,61,0,0,0,0
gene-NUDT19P6|NUDT19P6,0,0,0,0,0,0
gene-AKAP17BP|AKAP17BP,0,17,50,0,7,3
gene-LINC03098|LINC03098,0,0,3,0,0,0
gene-PGRMC1|PGRMC1,46211,19504,11083,28801,16698,6513
gene-MRPS17P9|MRPS17P9,3,0,0,0,0,0
gene-SLC25A43|SLC25A43,315,348,127,136,306,7
gene-RNU1-67P|RNU1-67P,0,9,1,0,0,0
gene-SLC25A5-AS1|SLC25A5-AS1,59,4,5,14,20,1
gene-SLC25A5|SLC25A5,492,1166,1169,271,187,121
gene-STEEP1|STEEP1,3,88,37,11,3,0
gene-UBE2A|UBE2A,87,235,143,138,80,2
